Ligand,Name
"N,N-Bis(3-oxo-3-(4-oxa-1-azacyclohexyl)propyl)-3-aminopropanoic acid","N,N-Bis(3-oxo-3-(4-oxa-1-azacyclohexyl)propyl)-3-aminopropanoic acid"
"3-(3-Hydroxy-4-oxo-1,4-dihydro-1-pyridinyl)propanoic acid (Mimosinic acid)",Mimosinic acid
L-2-(Dimethylamino)-3-(4-imidazolyl)propanoic acid (N(alpha)-Dimethylhistidine),N(alpha)-Dimethylhistidine
"1,5-Diazacyclooctane-N-acetic acid","1,5-Diazacyclooctane-N-acetic acid"
"N,N-Bis(2-aminoethyl)glycine","N,N-Bis(2-aminoethyl)glycine"
"N,N'-Dimethylethylenedinitrilodiacetic acid","N,N'-Dimethylethylenedinitrilodiacetic acid"
"5-Thia-2,8-diazanonane-N,N'-diacetic acid","5-Thia-2,8-diazanonane-N,N'-diacetic acid"
"N,N'-Diethylethylenedinitrilodiacetic acid","N,N'-Diethylethylenedinitrilodiacetic acid"
"1,4,7-Trimethyl-1,7-bis(4-carboxybenzyl)-1,4,7-triazaheptane","1,4,7-Trimethyl-1,7-bis(4-carboxybenzyl)-1,4,7-triazaheptane"
"N,N'-Bis(phosphonomethyl)ethylenedinitrilodiacetic acid","N,N'-Bis(phosphonomethyl)ethylenedinitrilodiacetic acid"
"N,N'-Bis(carboxymethylaminocarbonylmethyl)ethylenedinitrilodiacetic acid (EDDAG-DA)",EDDAG-DA
"N,N'-Bis(carboxymethyl)ethylenedinitrilo-N,N'-diacetohydroxamic acid","N,N'-Bis(carboxymethyl)ethylenedinitrilo-N,N'-diacetohydroxamic acid"
"N,N'-Bis(2-hydroxybenzyl)ethylenedinitrilodiacetic acid (HBED)",HBED
"N,N'-Bis(2-hydroxy-5-sulfobenzyl)ethylenedinitrilodiacetic acid (SHBED)",SHBED
"N,N-Bis(2-hydroxybenzyl)diethylenetrinitrilo-N,N',N-triacetic acid (HBDT)",HBDT
"N,N'-Bis(2-mercaptoethyl)ethylenedinitrilodiacetic acid","N,N'-Bis(2-mercaptoethyl)ethylenedinitrilodiacetic acid"
"N,N'-Bis(3-hydroxy-5-phosphomethyl-2-methyl-4-pyridylmethyl)ethylenedinitrilodiacetic acid (DPDP)",DPDP
"N,N'-Bis(3-hydroxy-5-hydroxymethyl-2-methyl-4-pyridylmethyl)ethylenedinitrilodiacetic acid (PLED)",PLED
"N,N'-Bis(3-hydroxy-5-hydroxymethyl-1,2-dimethyl-4-pyridiniumylmethyl)ethylenedinitrilodiacetic acid (DMPLED)",DMPLED
N-(2-Hydroxybenzyl)-N'-(3-hydroxy-5-hydroxymethyl-2-methyl-4-pyridylmethyl)ethylenedinitrilodiacetic acid (HBPLED),HBPLED
"N-(2-Hydroxy-3,5-dimethylbenzyl)-N'-(3-hydroxy-1,2,5-trimethyl-4-pyridiumylmethyl)ethylenedinitrilodiacetic acid (Me4HBPLED)",Me4HBPLED
"N,N'-Bis(3-hydroxy-6-methyl-2-pyridinylmethyl)ethylenedinitrilodiacetic acid (ENDA-HP)",ENDA-HP
"N,N''-Bis(3-hydroxy-6-methyl-2-pyridinylmethyl)diethylenetrinitrilotriacetic acid (DTTA-HP)",DTTA-HP
"N,N'-Bis(2-hydroxyethyl)ethylenedinitrilodiacetic acid","N,N'-Bis(2-hydroxyethyl)ethylenedinitrilodiacetic acid"
"N,N'-Bis(2-hydroxyethyl)ethylenedinitrilodipropanedioic acid","N,N'-Bis(2-hydroxyethyl)ethylenedinitrilodipropanedioic acid"
"DL-1-Methylethylenedinitrilotetraacetic acid N,N'-diamide","DL-1-Methylethylenedinitrilotetraacetic acid N,N'-diamide"
"DL-1-Ethylethylenedinitrilotetraacetic acid N,N'-diamide","DL-1-Ethylethylenedinitrilotetraacetic acid N,N'-diamide"
"rac-1,2-Dimethylethylenedinitrilotetraacetic acid N,N'-diamide","rac-1,2-Dimethylethylenedinitrilotetraacetic acid N,N'-diamide"
"meso-1,2-Dimethylethylenedinitrilotetraacetic acid N,N'-diamide","meso-1,2-Dimethylethylenedinitrilotetraacetic acid N,N'-diamide"
"N,N'-Bis(carboxymethyl)ethylenedinitrilobis(N-2-propylacetohydroxamic acid)",N-2-propylacetohydroxamic acid
"N,N'-Bis(2-aminoethyl)ethylenedinitrilodiacetic acid","N,N'-Bis(2-aminoethyl)ethylenedinitrilodiacetic acid"
"N,N'-Bis(2-pyridylmethyl)ethylenedinitrilodiacetic acid","N,N'-Bis(2-pyridylmethyl)ethylenedinitrilodiacetic acid"
"N,N',N''-Tris(carboxymethyl)diethylenetrinitrilobis(N-2-propylacetohydroxamic acid)",N-2-propylacetohydroxamic acid
"1,4-Diazacyclohexane-N,N'-diacetic acid (Piperazine-1,4-diacetic acid)","Piperazine-1,4-diacetic acid"
"1,4-Diazacycloheptane-N,N'-diacetic acid","1,4-Diazacycloheptane-N,N'-diacetic acid"
"1,4-Diazacycloheptane-N,N'-di(2-propanoic acid)",2-propanoic acid
"1,4-Diazacycloheptane-N,N'-di(2-butanoic acid)",2-butanoic acid
"1,4-Diazacycloheptane-N,N'-di(2-pentanoic acid)",2-pentanoic acid
"1,5-Diazacyclooctane-N,N'-diacetic acid","1,5-Diazacyclooctane-N,N'-diacetic acid"
"1-Oxa-4,7-diazacyclononane-N,N'-diacetic acid","1-Oxa-4,7-diazacyclononane-N,N'-diacetic acid"
"1-Thia-4,7-diazacyclononane-N,N'-diacetic acid","1-Thia-4,7-diazacyclononane-N,N'-diacetic acid"
"1-Thia-4,8-diazacyclodecane-N,N'-diacetic acid","1-Thia-4,8-diazacyclodecane-N,N'-diacetic acid"
"1,4-Dioxa-7,10-diazacyclododecane-N,N'-diacetic acid","1,4-Dioxa-7,10-diazacyclododecane-N,N'-diacetic acid"
"1,4-Dioxa-7,11-diazacyclotridecane-7,11-diacetic acid","1,4-Dioxa-7,11-diazacyclotridecane-7,11-diacetic acid"
"1,7-Dioxa-4,10-diazacyclododecane-N,N'-diacetic acid","1,7-Dioxa-4,10-diazacyclododecane-N,N'-diacetic acid"
"1,4,10-Trioxa-7,13-diazacyclopentadecane-N,N'-diacetic acid","1,4,10-Trioxa-7,13-diazacyclopentadecane-N,N'-diacetic acid"
"1,4,10,13-Tetraoxa-7,16-diazacyclooctadecane-N,N'-diacetic acid","1,4,10,13-Tetraoxa-7,16-diazacyclooctadecane-N,N'-diacetic acid"
"6,11-Dioxo-1,4,7,10-tetraazacyclododecane-1,4-diacetic acid","6,11-Dioxo-1,4,7,10-tetraazacyclododecane-1,4-diacetic acid"
"6,12-Dioxo-1,4,7,11-tetraazacyclotridecane-1,4-diacetic acid","6,12-Dioxo-1,4,7,11-tetraazacyclotridecane-1,4-diacetic acid"
"1,4,7-Triazacyclononane-N-acetic acid (NOMA)",NOMA
"1,4,7-Triazacyclononane-N,N',N''-triacetic acid (NOTA)",NOTA
"1,4,7-Triazacyclodecane-N,N',N''-triacetic acid (DETA)",DETA
"9-Methyl-1,4,7-triazacyclodecane-N,N',N''-triacetic acid","9-Methyl-1,4,7-triazacyclodecane-N,N',N''-triacetic acid"
"9,9-Methyl-1,4,7-triazacyclodecane-N,N',N''-triacetic acid","9,9-Methyl-1,4,7-triazacyclodecane-N,N',N''-triacetic acid"
"1,4,8-Triazacyclodecane-N,N',N''-triacetic acid (UNTA)",UNTA
"1,5,9-Triazacyclododecane-N,N',N''-triacetic acid (DOTRA)",DOTRA
"1-Oxa-4,7,10-triazacyclododecane-4,10-diacetic acid","1-Oxa-4,7,10-triazacyclododecane-4,10-diacetic acid"
"1-Oxa-4,8,12-triazacyclotetradecane-4,12-diacetic acid","1-Oxa-4,8,12-triazacyclotetradecane-4,12-diacetic acid"
"1-Oxa-4,7,10-triazacyclododecane-4,7,10-triacetic acid","1-Oxa-4,7,10-triazacyclododecane-4,7,10-triacetic acid"
"1-Oxa-4,7,11-triazacyclotridecane-4,7,11-triacetic acid","1-Oxa-4,7,11-triazacyclotridecane-4,7,11-triacetic acid"
"1-Oxa-4,8,12-triazacyclotetradecane-4,8,12-triacetic acid","1-Oxa-4,8,12-triazacyclotetradecane-4,8,12-triacetic acid"
"1,7-Dioxa-4,10,13-triazacyclopentadecane-N,N',N''-triacetic acid","1,7-Dioxa-4,10,13-triazacyclopentadecane-N,N',N''-triacetic acid"
"1,7,13-Trioxa-4,10,16-triazacyclooctadecane-N,N',N''-triacetic acid","1,7,13-Trioxa-4,10,16-triazacyclooctadecane-N,N',N''-triacetic acid"
"9,14-Dioxo-1,4,7,10,13-pentaazacyclopentadecane-1,4,7-triacetic acid","9,14-Dioxo-1,4,7,10,13-pentaazacyclopentadecane-1,4,7-triacetic acid"
"9,15-Dioxo-1,4,7,10,14-pentaazacyclohexadecane-1,4,7-triacetic acid","9,15-Dioxo-1,4,7,10,14-pentaazacyclohexadecane-1,4,7-triacetic acid"
"9,16-Dioxo-1,4,7,10,15-pentaazacycloheptadecane-1,4,7-triacetic acid","9,16-Dioxo-1,4,7,10,15-pentaazacycloheptadecane-1,4,7-triacetic acid"
"9,16-Dioxo-1,4,7,10,15-pentaaza-cis-cycloheptadec-12-ene-1,4,7-triacetic acid","9,16-Dioxo-1,4,7,10,15-pentaaza-cis-cycloheptadec-12-ene-1,4,7-triacetic acid"
"9,17-Dioxo-1,4,7,10,16-pentaazacyclooctadecane-1,4,7-triacetic acid","9,17-Dioxo-1,4,7,10,16-pentaazacyclooctadecane-1,4,7-triacetic acid"
"3,6,9-Tris(carboxymethyl)-4,14-dioxo-3,6,9,12,15-pentaazacyclo-1(1,4)-benzenaphane","3,6,9-Tris(carboxymethyl)-4,14-dioxo-3,6,9,12,15-pentaazacyclo-1(1,4)-benzenaphane"
"9,20-Dioxo-13,16-dioxa-1,4,7,10,19-pentaazacycloheneicosane-1,4,7-triacetic acid","9,20-Dioxo-13,16-dioxa-1,4,7,10,19-pentaazacycloheneicosane-1,4,7-triacetic acid"
"6,14-Dioxo-1,4,7,10,13-pentaazacyclopentadecane-1,4,10-triacetic acid","6,14-Dioxo-1,4,7,10,13-pentaazacyclopentadecane-1,4,10-triacetic acid"
"1,4,7,10-Tetraazacyclododecane-N,N',N''-triacetic acid (DO3A)",DO3A
"1,4,7,10-Tetraazacyclododecane-N,N',N''-tri-2-propanoic acid (DO3P)",DO3P
"N'''-2-Hydroxyethyl-1,4,7,10-tetraazacyclododecane-N,N',N''-triacetic acid (HE-DO3A)",HE-DO3A
"N'''-2-Hydroxypropyl-1,4,7,10-Tetraazacyclododecane-N,N',N''-triacetic acid (HP-DO3A)",HP-DO3A
"N'''-2-Hydroxy-1-methylethyl-1,4,7,10-tetraazacyclododecane-N,N',N''-triacetic acid (HIP-DO3A)",HIP-DO3A
"1,4,7,10-Tetraazacyclododecane-N,N',N'',N'''-tetraacetic acid (DOTA)",DOTA
"2-Methyl-1,4,7,10-tetraazacyclododecane-N,N',N'',N'''-tetraacetic acid","2-Methyl-1,4,7,10-tetraazacyclododecane-N,N',N'',N'''-tetraacetic acid"
"1,4,7,10-Tetraazacyclotridecane-N,N',N'',N'''-tetraacetic acid (TRITA)",TRITA
"12-Methyl-1,4,7,10-tetraazacyclotridecane-N,N',N'',N'''-tetraacetic acid","12-Methyl-1,4,7,10-tetraazacyclotridecane-N,N',N'',N'''-tetraacetic acid"
"12-Ethyl-1,4,7,10-tetraazacyclotridecane-N,N',N'',N'''-tetraacetic acid","12-Ethyl-1,4,7,10-tetraazacyclotridecane-N,N',N'',N'''-tetraacetic acid"
"12,12-Dimethyl-1,4,7,10-tetraazacyclotridecane-N,N',N'',N'''-tetraacetic acid","12,12-Dimethyl-1,4,7,10-tetraazacyclotridecane-N,N',N'',N'''-tetraacetic acid"
"1,4,8,11-Tetraazacyclotetradecane-N-methylenephenyl-4-carboxylic acid (CPTA)",CPTA
"1,4,8,11-Tetraazacyclotetradecane-N,N',N'',N'''-tetraacetic acid (TETA)",TETA
"6,6-Dimethyl-1,4,8,11-tetraazacyclotetradecane-N,N',N'',N'''-tetraacetic acid","6,6-Dimethyl-1,4,8,11-tetraazacyclotetradecane-N,N',N'',N'''-tetraacetic acid"
"6,6,13,13-Tetramethyl-1,4,8,11-tetraazacyclotetradecane-N,N',N'',N'''-tetraacetic acid","6,6,13,13-Tetramethyl-1,4,8,11-tetraazacyclotetradecane-N,N',N'',N'''-tetraacetic acid"
"1,4,8,12-Tetraazacyclopentadecane-N,N',N'',N'''-tetraacetic acid (PENTA)",PENTA
"1-Oxa-4,7,10,13-tetraazacyclopentadecane-4,7,10,13-tetraacetic acid","1-Oxa-4,7,10,13-tetraazacyclopentadecane-4,7,10,13-tetraacetic acid"
"1,4,7,10,13-Pentaazacyclopentadecane-N-methylenephenyl-4-carboxylic acid (PCBA)",PCBA
"1,4,7,10,13-Pentaazacyclopentadecane-N,N',N'',N''',N''''-pentaacetic acid (PEPA)",PEPA
"1,4,7,10,13,16-Hexaazacyclooctadecane-N,N',N'',N''',N'''',N'''''-hexaacetic acid (HEHA)",HEHA
"9,17-Dioxo-1,4,7,10,13,16-hexaazacyclooctadecane-1,4,7-triacetic acid (DTPA-dien)",DTPA-dien
"6,11,18,23-Tetraoxo-1,4,7,10,13,16,19,22-octaazacyclotetracosane-1,4,13,16-tetracetic acid (24edtaen)",24edtaen
"2,12,19,29-Tetraoxo-1,4,7,10,13,18,21,24,27,30-decaazacyclotetratriacontane-4,7,10,21,24,27-hexacetic acid","2,12,19,29-Tetraoxo-1,4,7,10,13,18,21,24,27,30-decaazacyclotetratriacontane-4,7,10,21,24,27-hexacetic acid"
"3,11-Bis(carboxymethyl)-7-methyl-3,7,11-triaza-1(2,6)-pyridinacyclododecaphane","3,11-Bis(carboxymethyl)-7-methyl-3,7,11-triaza-1(2,6)-pyridinacyclododecaphane"
"3,6,9-Tris(carboxymethyl)-3,6,9-triaza-1(2,6)-pyridinacyclodecaphane","3,6,9-Tris(carboxymethyl)-3,6,9-triaza-1(2,6)-pyridinacyclodecaphane"
"3,6,9,12-Tetrakis(carboxymethyl)-3,6,9,12-tetraza-1(2,6)-pyridinacyclotridecaphane","3,6,9,12-Tetrakis(carboxymethyl)-3,6,9,12-tetraza-1(2,6)-pyridinacyclotridecaphane"
"7,24-Dihydroxy-8,23-dioxo-1,4,14,17-tetraoxa-7,11,20,24-tetraazacyclohexacosane-11,20-diacetic acid","7,24-Dihydroxy-8,23-dioxo-1,4,14,17-tetraoxa-7,11,20,24-tetraazacyclohexacosane-11,20-diacetic acid"
"6,16-Bis(carboxymethyl)-1,11(2,3)-tetrahydroxy-2,10,12,20-tetraoxo-3,6,9,13,16,19-hexaaza-1,11(1,4)-dibenzenacycloeicosanophane (DA-BDHT[26]N6)",DA-BDHT[26]N6
"7,19-Bis(carboxymethyl)-1,13(2,3)-tetrahydroxy-2,12,14,24-tetraoxo-3,7,11,15,19,23-hexaaza-1,13(1,4)-dibenzenacyclotetracosanophane (DA-BDHT[30]N6)",DA-BDHT[30]N6
"(Carboxymethyl)trimethylammonium (nitrate) (N,N,N,-Trimethylglycine) (Betaine)",Betaine
Iminodiacetic acid (IDA),IDA
"2,2'-Iminodipropanoic acid (rac- or meso-isomer not stated)",rac- or meso-isomer not stated
L-2-(2-Propyl)iminodiacetic acid,L-2-(2-Propyl)iminodiacetic acid
L-2-(2-Butyl)iminodiacetic acid,L-2-(2-Butyl)iminodiacetic acid
DL-2-Benzyliminodiacetic acid,DL-2-Benzyliminodiacetic acid
N-(2-Carboxyethyl)glycine,N-(2-Carboxyethyl)glycine
Iminodi-3-propanoic acid,Iminodi-3-propanoic acid
L-2-(Hydroxymethyl)iminodiacetic acid,L-2-(Hydroxymethyl)iminodiacetic acid
L-2-(Carboxymethyl)iminodiacetic acid,L-2-(Carboxymethyl)iminodiacetic acid
L-2-(2-Carboxyethyl)iminodiacetic acid,L-2-(2-Carboxyethyl)iminodiacetic acid
DL-2-Carboxy-2'-ethyliminodiacetic acid,DL-2-Carboxy-2'-ethyliminodiacetic acid
"2,2'-Bis(2-Carboxymethyl)iminodiacetic acid (Iminodisuccinic acid)(rac- or meso-isomer not stated)",rac- or meso-isomer not stated
L-2-(2-Pyridylmethyl)iminodiacetic acid,L-2-(2-Pyridylmethyl)iminodiacetic acid
N-Methyliminodiacetic acid (MIDA),MIDA
N-Ethyliminodiacetic acid,N-Ethyliminodiacetic acid
N-Propyliminodiacetic acid,N-Propyliminodiacetic acid
N-2-Propyliminodiacetic acid,N-2-Propyliminodiacetic acid
N-Butyliminodiacetic acid,N-Butyliminodiacetic acid
N-(2-Methylpropyl)iminodiacetic acid,N-(2-Methylpropyl)iminodiacetic acid
N-(2-Methyl-2-propyl)iminodiacetic acid,N-(2-Methyl-2-propyl)iminodiacetic acid
N-Pentyliminodiacetic acid,N-Pentyliminodiacetic acid
N-Hexyliminodiacetic acid,N-Hexyliminodiacetic acid
"N-(3,3-Dimethylbutyl)iminodiacetic acid","N-(3,3-Dimethylbutyl)iminodiacetic acid"
N-Octyliminodiacetic acid,N-Octyliminodiacetic acid
N-Decyliminodiacetic acid,N-Decyliminodiacetic acid
N-(Cyclohexyl)iminodiacetic acid,N-(Cyclohexyl)iminodiacetic acid
N-Allyliminodiacetic acid,N-Allyliminodiacetic acid
N-Benzyliminodiacetic acid,N-Benzyliminodiacetic acid
L-N-Benzyl-2-methyliminodiacetic acid,L-N-Benzyl-2-methyliminodiacetic acid
L-N-Benzyl-2-(2-methylpropyl)iminodiacetic acid,L-N-Benzyl-2-(2-methylpropyl)iminodiacetic acid
N-(2-Nitrobenzyl)iminodiacetic acid,N-(2-Nitrobenzyl)iminodiacetic acid
N-(4-Nitrobenzyl)iminodiacetic acid,N-(4-Nitrobenzyl)iminodiacetic acid
N-Hydroxyiminodiacetic acid,N-Hydroxyiminodiacetic acid
"N-Hydroxy-2,2'-iminodipropanoic acid (rac- or meso-isomer not stated)",rac- or meso-isomer not stated
"Hydrazine-N,N-diacetic acid (N-Aminoiminodiacetic acid)",N-Aminoiminodiacetic acid
N-Nitrosoiminodiacetic acid,N-Nitrosoiminodiacetic acid
N-Nitroiminodiacetic acid,N-Nitroiminodiacetic acid
N-(Cyanomethyl)iminodiacetic acid,N-(Cyanomethyl)iminodiacetic acid
Nitrilotriacetic acid (NTA),NTA
Nitrilotriacetic acid N-oxide,Nitrilotriacetic acid N-oxide
N-(2-Carboxyethyl)iminodiacetic acid,N-(2-Carboxyethyl)iminodiacetic acid
N-(3-Carboxypropyl)iminodiacetic acid,N-(3-Carboxypropyl)iminodiacetic acid
N-(4-Carboxybutyl)iminodiacetic acid,N-(4-Carboxybutyl)iminodiacetic acid
N-(Carboxymethyl)iminodi-3-propanoic acid,N-(Carboxymethyl)iminodi-3-propanoic acid
Nitrilotri-3-propanoic acid,Nitrilotri-3-propanoic acid
DL-2-Methylnitrilotriacetic acid,DL-2-Methylnitrilotriacetic acid
DL-2-Ethylnitrilotriacetic acid,DL-2-Ethylnitrilotriacetic acid
DL-2-Propylnitrilotriacetic acid,DL-2-Propylnitrilotriacetic acid
DL-2-(2-Propyl)nitrilotriacetic acid,DL-2-(2-Propyl)nitrilotriacetic acid
DL-2-Hexylnitrilotriacetic acid,DL-2-Hexylnitrilotriacetic acid
"2,2-Dimethylnitrilotriacetic acid","2,2-Dimethylnitrilotriacetic acid"
DL-2-Benzylnitrilotriacetic acid,DL-2-Benzylnitrilotriacetic acid
DL-2-Phenylnitrilotriacetic acid,DL-2-Phenylnitrilotriacetic acid
DL-2-(4-Chlorophenyl)nitrilotriacetic acid,DL-2-(4-Chlorophenyl)nitrilotriacetic acid
DL-2-(4-Methylphenyl)nitrilotriacetic acid,DL-2-(4-Methylphenyl)nitrilotriacetic acid
DL-2-(4-Methoxyphenyl)nitrilotriacetic acid,DL-2-(4-Methoxyphenyl)nitrilotriacetic acid
DL-2-Methyl-2-phenylnitrilotriacetic acid,DL-2-Methyl-2-phenylnitrilotriacetic acid
N-(1-Carboxycyclopentyl)iminodiacetic acid,N-(1-Carboxycyclopentyl)iminodiacetic acid
N-(1-Carboxycyclohexyl)iminodiacetic acid,N-(1-Carboxycyclohexyl)iminodiacetic acid
N-(1-Carboxycycloheptyl)iminodiacetic acid,N-(1-Carboxycycloheptyl)iminodiacetic acid
"cis(CO2H)-2,6-Dicarboxypiperidine-N-acetic acid","cis(CO2H)-2,6-Dicarboxypiperidine-N-acetic acid"
DL-2-(2-Methylthioethyl)nitrilotriacetic acid,DL-2-(2-Methylthioethyl)nitrilotriacetic acid
2-Carboxynitrilotriacetic acid,2-Carboxynitrilotriacetic acid
DL-2-(Carboxymethyl)nitrilotriacetic acid,DL-2-(Carboxymethyl)nitrilotriacetic acid
DL-2-(2-Carboxyethyl)nitrilotriacetic acid,DL-2-(2-Carboxyethyl)nitrilotriacetic acid
"N,N,S-Tris(carboxymethyl)methionine","N,N,S-Tris(carboxymethyl)methionine"
N-(Phosphonomethyl)iminodiacetic acid,N-(Phosphonomethyl)iminodiacetic acid
N-(2-Phosphonoethyl)iminodiacetic acid,N-(2-Phosphonoethyl)iminodiacetic acid
N-(2-Carboxyethyl)-N-(phosphonomethyl)glycine,N-(2-Carboxyethyl)-N-(phosphonomethyl)glycine
N-(2-Sulfonoethyl)iminodiacetic acid,N-(2-Sulfonoethyl)iminodiacetic acid
N-(2-Hydroxybenzyl)iminodiacetic acid,N-(2-Hydroxybenzyl)iminodiacetic acid
N-(4-Hydroxybenzyl)iminodiacetic acid,N-(4-Hydroxybenzyl)iminodiacetic acid
N-(2-Hydroxy-5-nitrobenzyl)iminodiacetic acid,N-(2-Hydroxy-5-nitrobenzyl)iminodiacetic acid
N-(3-Carboxy-2-hydroxy-5-sulfobenzyl)iminodiacetic acid,N-(3-Carboxy-2-hydroxy-5-sulfobenzyl)iminodiacetic acid
"5'-Bis(carboxymethyl)aminomethyl-3,3'-dimethyl-4'-hydroxyfuchson-2''-sulfonic acid (Semi-Xylenol Orange)",Semi-Xylenol Orange
"5'-Bis(carboxymethyl)aminomethyl-3,3'-bis(methylethyl)-6,6'-dimethyl-4'-hydroxyfuchson-2''-sulfonic acid (Semi-Methylthymol Blue)",Semi-Methylthymol Blue
"N,N-Bis(carboxymethyl)aminoacetohydroxamic acid","N,N-Bis(carboxymethyl)aminoacetohydroxamic acid"
N-(2-Hydroxyethyl)iminodiacetic acid (HIDA),HIDA
N-(2-Hydroxycyclohexyl)iminodiacetic acid (Isomer not stated),Isomer not stated
N-(3-Hydroxypropyl)iminodiacetic acid,N-(3-Hydroxypropyl)iminodiacetic acid
N-(4-Hydroxybutyl)iminodiacetic acid,N-(4-Hydroxybutyl)iminodiacetic acid
N-(5-Hydroxypentyl)iminodiacetic acid,N-(5-Hydroxypentyl)iminodiacetic acid
N-(6-Hydroxyhexyl)iminodiacetic acid,N-(6-Hydroxyhexyl)iminodiacetic acid
N-(2-Hydroxypropyl)iminodiacetic acid,N-(2-Hydroxypropyl)iminodiacetic acid
N-(1-Hydroxy-2-butyl)iminodiacetic acid,N-(1-Hydroxy-2-butyl)iminodiacetic acid
N-(2-Hydroxymethyl-2-propyl)iminodiacetic acid,N-(2-Hydroxymethyl-2-propyl)iminodiacetic acid
N-(2-Hydroxy-2-phenylethyl)iminodiacetic acid,N-(2-Hydroxy-2-phenylethyl)iminodiacetic acid
DL-N-(2-Hydroxyethyl)-2-methyliminodiacetic acid,DL-N-(2-Hydroxyethyl)-2-methyliminodiacetic acid
N-(2-Hydroxyethyl)iminodi-3-propanoic acid,N-(2-Hydroxyethyl)iminodi-3-propanoic acid
"DL-N-(2,3-Dihydroxypropyl)iminodiacetic acid","DL-N-(2,3-Dihydroxypropyl)iminodiacetic acid"
"N-(1,3-Dihydroxy-2-propyl)iminodiacetic acid","N-(1,3-Dihydroxy-2-propyl)iminodiacetic acid"
"N-(1,3-Dihydroxy-2-methyl-2-propyl)iminodiacetic acid","N-(1,3-Dihydroxy-2-methyl-2-propyl)iminodiacetic acid"
"N-(1,3-Dihydroxy-2-ethyl-2-propyl)iminodiacetic acid","N-(1,3-Dihydroxy-2-ethyl-2-propyl)iminodiacetic acid"
"N-(1,3-Dihydroxy-1-phenyl-2-propyl)iminodiacetic acid","N-(1,3-Dihydroxy-1-phenyl-2-propyl)iminodiacetic acid"
DL-N-(1-Hydroxymethyl-2-hydroxy-2-phenylethyl)iminodiacetic acid,DL-N-(1-Hydroxymethyl-2-hydroxy-2-phenylethyl)iminodiacetic acid
N-(2-Methoxyethyl)iminodiacetic acid,N-(2-Methoxyethyl)iminodiacetic acid
N-(3-Methoxypropyl)iminodiacetic acid,N-(3-Methoxypropyl)iminodiacetic acid
N-(2-Tetrahydropyranylmethyl)iminodiacetic acid,N-(2-Tetrahydropyranylmethyl)iminodiacetic acid
N-(2-Furylmethyl)iminodiacetic acid,N-(2-Furylmethyl)iminodiacetic acid
N-(2-Phenoxyethyl)iminodiacetic acid,N-(2-Phenoxyethyl)iminodiacetic acid
N-(2-Oxopropyl)iminodiacetic acid,N-(2-Oxopropyl)iminodiacetic acid
N-(Benzoylmethyl)iminodiacetic acid,N-(Benzoylmethyl)iminodiacetic acid
N-(Carbamylmethyl)iminodiacetic acid (Nitrilotriacetic acid monoamide) (ADA),ADA
N-(Diethylcarbamylmethyl)iminodiacetic acid (Nitrilotriacetic acid monodiethylamide),Nitrilotriacetic acid monodiethylamide
N-(Phenylcarbamylmethyl)iminodiacetic acid,N-(Phenylcarbamylmethyl)iminodiacetic acid
"N-(2,6-Dimethylphenylcarbamylmethyl)iminodiacetic acid","N-(2,6-Dimethylphenylcarbamylmethyl)iminodiacetic acid"
"N-(2,4,6-Trimethylphenylcarbamylmethyl)iminodiacetic acid","N-(2,4,6-Trimethylphenylcarbamylmethyl)iminodiacetic acid"
"N-(2,4-Diethylphenylcarbamylmethyl)iminodiacetic acid","N-(2,4-Diethylphenylcarbamylmethyl)iminodiacetic acid"
"N-(2,6-Di-2-propylphenylcarbamylmethyl)iminodiacetic acid","N-(2,6-Di-2-propylphenylcarbamylmethyl)iminodiacetic acid"
"N-(2,6-Dichlorophenylcarbamylmethyl)iminodiacetic acid","N-(2,6-Dichlorophenylcarbamylmethyl)iminodiacetic acid"
N-(2-Carbamylethyl)iminodiacetic acid,N-(2-Carbamylethyl)iminodiacetic acid
"N,N-Bis(carboxymethyl)glycylglycine","N,N-Bis(carboxymethyl)glycylglycine"
"N,N-Bis(carboxymethyl)glycylglycylglycine","N,N-Bis(carboxymethyl)glycylglycylglycine"
"N,N-Bis(carboxymethyl)glycylglycylglycylglycine","N,N-Bis(carboxymethyl)glycylglycylglycylglycine"
N-(4-Bromophenylcarbamylmethyl)iminodiacetic acid,N-(4-Bromophenylcarbamylmethyl)iminodiacetic acid
"5-Amino-2,4,6-trioxo-1,3-perhydrodiazine-N,N-diacetic acid (Uramil-N,N-diacetic acid)","Uramil-N,N-diacetic acid"
"5-Amino-1-methyl-2,4,6-trioxo-1,3-perhydrodiazine-N,N-diacetic acid (1-Methyluramil-N,N-diacetic acid)","1-Methyluramil-N,N-diacetic acid"
"5-Amino-1,3-dimethyl-2,4,6-trioxo-1,3-perhydrodiazine-N,N-diacetic acid (1,3-Dimethyluramil-N,N-diacetic acid)","1,3-Dimethyluramil-N,N-diacetic acid"
N-[2-(Ethoxyformylamino)ethyl]iminodiacetic acid,N-[2-(Ethoxyformylamino)ethyl]iminodiacetic acid
"N-Uridoiminodiacetic acid (Semicarbazide-1,1-diacetic acid)","Semicarbazide-1,1-diacetic acid"
N-(2-Mercaptoethyl)iminodiacetic acid,N-(2-Mercaptoethyl)iminodiacetic acid
N-[2-(Methylthio)ethyl]iminodiacetic acid,N-[2-(Methylthio)ethyl]iminodiacetic acid
N-(2-Thienoylmethyl)iminodiacetic acid,N-(2-Thienoylmethyl)iminodiacetic acid
