Ligand,Name,smiles
"trans-1,2-Cyclohexylenediiminodipropanedioic acid","trans-1,2-Cyclohexylenediiminodipropanedioic acid",
"trans-1,2-Cyclohexylenediiminodibutanedioic acid","trans-1,2-Cyclohexylenediiminodibutanedioic acid",
DL-Trimethylenediiminodibutanedioic acid,DL-Trimethylenediiminodibutanedioic acid,
"cis-1,4-Cyclohexylenediiminodipropanedioic acid","cis-1,4-Cyclohexylenediiminodipropanedioic acid",
"trans-1,4-Cyclohexylenediiminodipropanedioic acid","trans-1,4-Cyclohexylenediiminodipropanedioic acid",
"DL-2,3-Diaminopropanoic-N,N'-dipropanedioic acid","DL-2,3-Diaminopropanoic-N,N'-dipropanedioic acid",
"N,N'-Bis(2-hydroxyphenyl)ethylenediiminodiacetic acid (HPED)",HPED,CC(=O)C1CCC2(C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O
rac-Ethylenediiminobis[(2-hydroxyphenyl)acetic acid] (EHPG),EHPG,
meso-Ethylenediiminobis[(2-hydroxyphenyl)acetic acid] (EHPG),EHPG,
"rac-Trimethylenebis[2-(2-hydroxy-3,5-dimethylphenyl)glycine] (rac-TMPHPG)",rac-TMPHPG,
"meso-Trimethylenebis[2-(2-hydroxy-3,5-dimethylphenyl)glycine] (meso-TMPHPG)",meso-TMPHPG,
Ethylenediiminobis(3-hydroxy-2-propanoic acid) (rac- or meso-isomer not stated),rac- or meso-isomer not stated,
Ethylenediiminobis(4-hydroxy-2-butanoic acid) (rac- or meso-isomer not stated),rac- or meso-isomer not stated,
"2-Hydroxy-1,3-propylenediiminodipropanedioic acid","2-Hydroxy-1,3-propylenediiminodipropanedioic acid",
"2-Hydroxy-1,3-propylenediiminodibutanedioic acid (rac- or meso-isomer not stated)",rac- or meso-isomer not stated,
"6-Oxa-3,9-diazaundecanedioic acid [Oxybis(ethyleneiminoacetic acid)]",ethyleneiminoacetic acid],
"4,7,10-Triazatridecanedioic acid [Iminobis(ethyleneiminopropanoic acid)]",ethyleneiminopropanoic acid],
Oxybis(ethyleneiminopropanedioic acid),ethyleneiminopropanedioic acid,
"N,N'-Bis(2,2-dimethyl-2-mercaptoethyl)ethylenediimino-1-acetic acid","2,2-dimethyl-2-mercaptoethylethylenediimino-1-acetic acid",
"L,L-Ethylenediimino-2,2'-bis(mercaptomethyl)acetic acid (N,N'-Ethylenedi-L-cysteine)","N,N'-Ethylenedi-L-cysteine",C(CNC(CS)C(=O)O)NC(CS)C(=O)O
"N,N'-Bis(2,2-dimethyl-2-mercaptoethyl)ethylenedinitrilodiacetic acid","2,2-dimethyl-2-mercaptoethylethylenedinitrilodiacetic acid",
"N,N'-Bis(2,2-dimethyl-2-mercaptoethyl)-1-[4-(carboxymethoxy)phenylmethyl]ethylenedinitrilodiacetic acid",carboxymethoxyphenylmethyl]ethylenedinitrilodiacetic acid,
"Ethane-1,1,1-tris(methyleneiminoacetic acid)",methyleneiminoacetic acid,
"cis,cis-Cyclohexane-1,3,5-tris(iminoacetic acid)",iminoacetic acid,C(=N)C(=O)O
"3,3',5,5'-Tetramethyl-2,2'-dipyrrolmethene-4,4'-dicarboxylic acid","3,3',5,5'-Tetramethyl-2,2'-dipyrrolmethene-4,4'-dicarboxylic acid",
N-(4-Methylphenylsulfonyl)ethylenediiminodiacetic acid (N-(4-Tolylsulfonyl)ethylenediiminodiacetic acid),4-Tolylsulfonylethylenediiminodiacetic acid,
Nitrilobis(ethyleneimino)tributanedioic acid,ethyleneiminotributanedioic acid,
"N,N-Dimethylglycine","N,N-Dimethylglycine",CN(C)CC(=O)O
"N,N-Diethylglycine","N,N-Diethylglycine",CCN(CC)CC(=O)O
"N,N-Pentamethyleneglycine (Piperidine-N-acetic acid)",Piperidine-N-acetic acid,
L-N-Benzylproline,L-N-Benzylproline,
"N,N-Bis(phosphonomethyl)glycine",phosphonomethylglycine,C(C(=O)O)NCP(=O)(O)O
N-(Carboxymethyl)-N-(2-hydroxyethyl)aminoacetohydroxamic acid,2-hydroxyethylaminoacetohydroxamic acid,
"N,N-Bis(2-hydroxyethyl)glycine (Bicine)",Bicine,C(CO)N(CCO)CC(=O)O
"DL-N,N-Bis(2-hydroxyethyl)alanine",2-hydroxyethylalanine,
"N,N-Bis(2-hydroxypropyl)glycine",2-hydroxypropylglycine,
"N,N-Bis(3-oxo-3-(4-oxa-1-azacyclohexyl)propyl)glycine",4-oxa-1-azacyclohexylpropylglycine,
"N,N-Bis(3-oxo-3-(4-oxa-1-azacyclohexyl)propyl)-3-aminopropanoic acid",4-oxa-1-azacyclohexylpropyl-3-aminopropanoic acid,
"3-(3-Hydroxy-4-oxo-1,4-dihydro-1-pyridinyl)propanoic acid (Mimosinic acid)",Mimosinic acid,C1=CN(C=C(C1=O)O)CC(=O)O
L-2-(Dimethylamino)-3-(4-imidazolyl)propanoic acid (N(alpha)-Dimethylhistidine),alpha-Dimethylhistidine,
"1,5-Diazacyclooctane-N-acetic acid","1,5-Diazacyclooctane-N-acetic acid",
"N,N-Bis(2-aminoethyl)glycine",2-aminoethylglycine,
"N,N'-Dimethylethylenedinitrilodiacetic acid","N,N'-Dimethylethylenedinitrilodiacetic acid",
"5-Thia-2,8-diazanonane-N,N'-diacetic acid","5-Thia-2,8-diazanonane-N,N'-diacetic acid",
"N,N'-Diethylethylenedinitrilodiacetic acid","N,N'-Diethylethylenedinitrilodiacetic acid",
"1,4,7-Trimethyl-1,7-bis(4-carboxybenzyl)-1,4,7-triazaheptane","4-carboxybenzyl-1,4,7-triazaheptane",
"N,N'-Bis(phosphonomethyl)ethylenedinitrilodiacetic acid",phosphonomethylethylenedinitrilodiacetic acid,
"N,N'-Bis(carboxymethylaminocarbonylmethyl)ethylenedinitrilodiacetic acid (EDDAG-DA)",EDDAG-DA,
"N,N'-Bis(carboxymethyl)ethylenedinitrilo-N,N'-diacetohydroxamic acid","carboxymethylethylenedinitrilo-N,N'-diacetohydroxamic acid",
"N,N'-Bis(2-hydroxybenzyl)ethylenedinitrilodiacetic acid (HBED)",HBED,C1=CC=C(C(=C1)CN(CCN(CC2=CC=CC=C2O)CC(=O)O)CC(=O)O)O
"N,N'-Bis(2-hydroxy-5-sulfobenzyl)ethylenedinitrilodiacetic acid (SHBED)",SHBED,
"N,N-Bis(2-hydroxybenzyl)diethylenetrinitrilo-N,N',N-triacetic acid (HBDT)",HBDT,
"N,N'-Bis(2-mercaptoethyl)ethylenedinitrilodiacetic acid",2-mercaptoethylethylenedinitrilodiacetic acid,
"N,N'-Bis(3-hydroxy-5-phosphomethyl-2-methyl-4-pyridylmethyl)ethylenedinitrilodiacetic acid (DPDP)",DPDP,CC1=NC=C(C(=C1O)CN(CCN(CC2=C(C(=NC=C2COP(=O)(O)O)C)O)CC(=O)O)CC(=O)O)COP(=O)(O)O
"N,N'-Bis(3-hydroxy-5-hydroxymethyl-2-methyl-4-pyridylmethyl)ethylenedinitrilodiacetic acid (PLED)",PLED,CC1=NC=C(C(=C1O)CN(CCN(CC2=C(C(=NC=C2CO)C)O)CC(=O)O)CC(=O)O)CO
"N,N'-Bis(3-hydroxy-5-hydroxymethyl-1,2-dimethyl-4-pyridiniumylmethyl)ethylenedinitrilodiacetic acid (DMPLED)",DMPLED,
N-(2-Hydroxybenzyl)-N'-(3-hydroxy-5-hydroxymethyl-2-methyl-4-pyridylmethyl)ethylenedinitrilodiacetic acid (HBPLED),HBPLED,
"N-(2-Hydroxy-3,5-dimethylbenzyl)-N'-(3-hydroxy-1,2,5-trimethyl-4-pyridiumylmethyl)ethylenedinitrilodiacetic acid (Me4HBPLED)",Me4HBPLED,
"N,N'-Bis(3-hydroxy-6-methyl-2-pyridinylmethyl)ethylenedinitrilodiacetic acid (ENDA-HP)",ENDA-HP,
"N,N''-Bis(3-hydroxy-6-methyl-2-pyridinylmethyl)diethylenetrinitrilotriacetic acid (DTTA-HP)",DTTA-HP,
"N,N'-Bis(2-hydroxyethyl)ethylenedinitrilodiacetic acid",2-hydroxyethylethylenedinitrilodiacetic acid,
"N,N'-Bis(2-hydroxyethyl)ethylenedinitrilodipropanedioic acid",2-hydroxyethylethylenedinitrilodipropanedioic acid,
"DL-1-Methylethylenedinitrilotetraacetic acid N,N'-diamide","DL-1-Methylethylenedinitrilotetraacetic acid N,N'-diamide",
"DL-1-Ethylethylenedinitrilotetraacetic acid N,N'-diamide","DL-1-Ethylethylenedinitrilotetraacetic acid N,N'-diamide",
"rac-1,2-Dimethylethylenedinitrilotetraacetic acid N,N'-diamide","rac-1,2-Dimethylethylenedinitrilotetraacetic acid N,N'-diamide",
"meso-1,2-Dimethylethylenedinitrilotetraacetic acid N,N'-diamide","meso-1,2-Dimethylethylenedinitrilotetraacetic acid N,N'-diamide",
"N,N'-Bis(carboxymethyl)ethylenedinitrilobis(N-2-propylacetohydroxamic acid)",N-2-propylacetohydroxamic acid,
"N,N'-Bis(2-aminoethyl)ethylenedinitrilodiacetic acid",2-aminoethylethylenedinitrilodiacetic acid,
"N,N'-Bis(2-pyridylmethyl)ethylenedinitrilodiacetic acid",2-pyridylmethylethylenedinitrilodiacetic acid,
"N,N',N''-Tris(carboxymethyl)diethylenetrinitrilobis(N-2-propylacetohydroxamic acid)",N-2-propylacetohydroxamic acid,
"1,4-Diazacyclohexane-N,N'-diacetic acid (Piperazine-1,4-diacetic acid)","Piperazine-1,4-diacetic acid",C1CN(CCN1CC(=O)O)CC(=O)O
"1,4-Diazacycloheptane-N,N'-diacetic acid","1,4-Diazacycloheptane-N,N'-diacetic acid",
"1,4-Diazacycloheptane-N,N'-di(2-propanoic acid)",2-propanoic acid,
"1,4-Diazacycloheptane-N,N'-di(2-butanoic acid)",2-butanoic acid,
"1,4-Diazacycloheptane-N,N'-di(2-pentanoic acid)",2-pentanoic acid,
"1,5-Diazacyclooctane-N,N'-diacetic acid","1,5-Diazacyclooctane-N,N'-diacetic acid",
"1-Oxa-4,7-diazacyclononane-N,N'-diacetic acid","1-Oxa-4,7-diazacyclononane-N,N'-diacetic acid",
"1-Thia-4,7-diazacyclononane-N,N'-diacetic acid","1-Thia-4,7-diazacyclononane-N,N'-diacetic acid",
"1-Thia-4,8-diazacyclodecane-N,N'-diacetic acid","1-Thia-4,8-diazacyclodecane-N,N'-diacetic acid",
"1,4-Dioxa-7,10-diazacyclododecane-N,N'-diacetic acid","1,4-Dioxa-7,10-diazacyclododecane-N,N'-diacetic acid",
"1,4-Dioxa-7,11-diazacyclotridecane-7,11-diacetic acid","1,4-Dioxa-7,11-diazacyclotridecane-7,11-diacetic acid",
"1,7-Dioxa-4,10-diazacyclododecane-N,N'-diacetic acid","1,7-Dioxa-4,10-diazacyclododecane-N,N'-diacetic acid",
"1,4,10-Trioxa-7,13-diazacyclopentadecane-N,N'-diacetic acid","1,4,10-Trioxa-7,13-diazacyclopentadecane-N,N'-diacetic acid",
"1,4,10,13-Tetraoxa-7,16-diazacyclooctadecane-N,N'-diacetic acid","1,4,10,13-Tetraoxa-7,16-diazacyclooctadecane-N,N'-diacetic acid",
"6,11-Dioxo-1,4,7,10-tetraazacyclododecane-1,4-diacetic acid","6,11-Dioxo-1,4,7,10-tetraazacyclododecane-1,4-diacetic acid",
"6,12-Dioxo-1,4,7,11-tetraazacyclotridecane-1,4-diacetic acid","6,12-Dioxo-1,4,7,11-tetraazacyclotridecane-1,4-diacetic acid",
"1,4,7-Triazacyclononane-N-acetic acid (NOMA)",NOMA,
"1,4,7-Triazacyclononane-N,N',N''-triacetic acid (NOTA)",NOTA,C1CN(CCN(CCN1CC(=O)O)CC(=O)O)CC(=O)O
"1,4,7-Triazacyclodecane-N,N',N''-triacetic acid (DETA)",DETA,
"9-Methyl-1,4,7-triazacyclodecane-N,N',N''-triacetic acid","9-Methyl-1,4,7-triazacyclodecane-N,N',N''-triacetic acid",
"9,9-Methyl-1,4,7-triazacyclodecane-N,N',N''-triacetic acid","9,9-Methyl-1,4,7-triazacyclodecane-N,N',N''-triacetic acid",
"1,4,8-Triazacyclodecane-N,N',N''-triacetic acid (UNTA)",UNTA,
"1,5,9-Triazacyclododecane-N,N',N''-triacetic acid (DOTRA)",DOTRA,
"1-Oxa-4,7,10-triazacyclododecane-4,10-diacetic acid","1-Oxa-4,7,10-triazacyclododecane-4,10-diacetic acid",
"1-Oxa-4,8,12-triazacyclotetradecane-4,12-diacetic acid","1-Oxa-4,8,12-triazacyclotetradecane-4,12-diacetic acid",
"1-Oxa-4,7,10-triazacyclododecane-4,7,10-triacetic acid","1-Oxa-4,7,10-triazacyclododecane-4,7,10-triacetic acid",
"1-Oxa-4,7,11-triazacyclotridecane-4,7,11-triacetic acid","1-Oxa-4,7,11-triazacyclotridecane-4,7,11-triacetic acid",
"1-Oxa-4,8,12-triazacyclotetradecane-4,8,12-triacetic acid","1-Oxa-4,8,12-triazacyclotetradecane-4,8,12-triacetic acid",
"1,7-Dioxa-4,10,13-triazacyclopentadecane-N,N',N''-triacetic acid","1,7-Dioxa-4,10,13-triazacyclopentadecane-N,N',N''-triacetic acid",
"1,7,13-Trioxa-4,10,16-triazacyclooctadecane-N,N',N''-triacetic acid","1,7,13-Trioxa-4,10,16-triazacyclooctadecane-N,N',N''-triacetic acid",
"9,14-Dioxo-1,4,7,10,13-pentaazacyclopentadecane-1,4,7-triacetic acid","9,14-Dioxo-1,4,7,10,13-pentaazacyclopentadecane-1,4,7-triacetic acid",
"9,15-Dioxo-1,4,7,10,14-pentaazacyclohexadecane-1,4,7-triacetic acid","9,15-Dioxo-1,4,7,10,14-pentaazacyclohexadecane-1,4,7-triacetic acid",
"9,16-Dioxo-1,4,7,10,15-pentaazacycloheptadecane-1,4,7-triacetic acid","9,16-Dioxo-1,4,7,10,15-pentaazacycloheptadecane-1,4,7-triacetic acid",
"9,16-Dioxo-1,4,7,10,15-pentaaza-cis-cycloheptadec-12-ene-1,4,7-triacetic acid","9,16-Dioxo-1,4,7,10,15-pentaaza-cis-cycloheptadec-12-ene-1,4,7-triacetic acid",
"9,17-Dioxo-1,4,7,10,16-pentaazacyclooctadecane-1,4,7-triacetic acid","9,17-Dioxo-1,4,7,10,16-pentaazacyclooctadecane-1,4,7-triacetic acid",
"3,6,9-Tris(carboxymethyl)-4,14-dioxo-3,6,9,12,15-pentaazacyclo-1(1,4)-benzenaphane","1,4-benzenaphane",
"9,20-Dioxo-13,16-dioxa-1,4,7,10,19-pentaazacycloheneicosane-1,4,7-triacetic acid","9,20-Dioxo-13,16-dioxa-1,4,7,10,19-pentaazacycloheneicosane-1,4,7-triacetic acid",
"6,14-Dioxo-1,4,7,10,13-pentaazacyclopentadecane-1,4,10-triacetic acid","6,14-Dioxo-1,4,7,10,13-pentaazacyclopentadecane-1,4,10-triacetic acid",
"1,4,7,10-Tetraazacyclododecane-N,N',N''-triacetic acid (DO3A)",DO3A,C1CN(CCN(CCN(CCN1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+]
"1,4,7,10-Tetraazacyclododecane-N,N',N''-tri-2-propanoic acid (DO3P)",DO3P,
"N'''-2-Hydroxyethyl-1,4,7,10-tetraazacyclododecane-N,N',N''-triacetic acid (HE-DO3A)",HE-DO3A,
"N'''-2-Hydroxypropyl-1,4,7,10-Tetraazacyclododecane-N,N',N''-triacetic acid (HP-DO3A)",HP-DO3A,CC(CN1CCN(CCN(CCN(CC1)CC(=O)O)CC(=O)O)CC(=O)O)O
"N'''-2-Hydroxy-1-methylethyl-1,4,7,10-tetraazacyclododecane-N,N',N''-triacetic acid (HIP-DO3A)",HIP-DO3A,
"1,4,7,10-Tetraazacyclododecane-N,N',N'',N'''-tetraacetic acid (DOTA)",DOTA,C1CN(CCN(CCN(CCN1CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O
"2-Methyl-1,4,7,10-tetraazacyclododecane-N,N',N'',N'''-tetraacetic acid","2-Methyl-1,4,7,10-tetraazacyclododecane-N,N',N'',N'''-tetraacetic acid",
"1,4,7,10-Tetraazacyclotridecane-N,N',N'',N'''-tetraacetic acid (TRITA)",TRITA,C1CNCCNCCNCCNC1=O
"12-Methyl-1,4,7,10-tetraazacyclotridecane-N,N',N'',N'''-tetraacetic acid","12-Methyl-1,4,7,10-tetraazacyclotridecane-N,N',N'',N'''-tetraacetic acid",
"12-Ethyl-1,4,7,10-tetraazacyclotridecane-N,N',N'',N'''-tetraacetic acid","12-Ethyl-1,4,7,10-tetraazacyclotridecane-N,N',N'',N'''-tetraacetic acid",
"12,12-Dimethyl-1,4,7,10-tetraazacyclotridecane-N,N',N'',N'''-tetraacetic acid","12,12-Dimethyl-1,4,7,10-tetraazacyclotridecane-N,N',N'',N'''-tetraacetic acid",
"1,4,8,11-Tetraazacyclotetradecane-N-methylenephenyl-4-carboxylic acid (CPTA)",CPTA,CC[NH+](CC)CCSC1=CC=C(C=C1)Cl.[Cl-]
"1,4,8,11-Tetraazacyclotetradecane-N,N',N'',N'''-tetraacetic acid (TETA)",TETA,C(CNCCNCCN)N
"6,6-Dimethyl-1,4,8,11-tetraazacyclotetradecane-N,N',N'',N'''-tetraacetic acid","6,6-Dimethyl-1,4,8,11-tetraazacyclotetradecane-N,N',N'',N'''-tetraacetic acid",
"6,6,13,13-Tetramethyl-1,4,8,11-tetraazacyclotetradecane-N,N',N'',N'''-tetraacetic acid","6,6,13,13-Tetramethyl-1,4,8,11-tetraazacyclotetradecane-N,N',N'',N'''-tetraacetic acid",
"1,4,8,12-Tetraazacyclopentadecane-N,N',N'',N'''-tetraacetic acid (PENTA)",PENTA,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O
"1-Oxa-4,7,10,13-tetraazacyclopentadecane-4,7,10,13-tetraacetic acid","1-Oxa-4,7,10,13-tetraazacyclopentadecane-4,7,10,13-tetraacetic acid",
"1,4,7,10,13-Pentaazacyclopentadecane-N-methylenephenyl-4-carboxylic acid (PCBA)",PCBA,
"1,4,7,10,13-Pentaazacyclopentadecane-N,N',N'',N''',N''''-pentaacetic acid (PEPA)",PEPA,C1=CC=C(C=C1)S(=O)(=O)NCCSC2=CC(=C(C(=C2)F)OCC(=O)N)F
"1,4,7,10,13,16-Hexaazacyclooctadecane-N,N',N'',N''',N'''',N'''''-hexaacetic acid (HEHA)",HEHA,
"9,17-Dioxo-1,4,7,10,13,16-hexaazacyclooctadecane-1,4,7-triacetic acid (DTPA-dien)",DTPA-dien,
"6,11,18,23-Tetraoxo-1,4,7,10,13,16,19,22-octaazacyclotetracosane-1,4,13,16-tetracetic acid (24edtaen)",24edtaen,
"2,12,19,29-Tetraoxo-1,4,7,10,13,18,21,24,27,30-decaazacyclotetratriacontane-4,7,10,21,24,27-hexacetic acid","2,12,19,29-Tetraoxo-1,4,7,10,13,18,21,24,27,30-decaazacyclotetratriacontane-4,7,10,21,24,27-hexacetic acid",
"3,11-Bis(carboxymethyl)-7-methyl-3,7,11-triaza-1(2,6)-pyridinacyclododecaphane","2,6-pyridinacyclododecaphane",
"3,6,9-Tris(carboxymethyl)-3,6,9-triaza-1(2,6)-pyridinacyclodecaphane","2,6-pyridinacyclodecaphane",
"3,6,9,12-Tetrakis(carboxymethyl)-3,6,9,12-tetraza-1(2,6)-pyridinacyclotridecaphane","2,6-pyridinacyclotridecaphane",
"7,24-Dihydroxy-8,23-dioxo-1,4,14,17-tetraoxa-7,11,20,24-tetraazacyclohexacosane-11,20-diacetic acid","7,24-Dihydroxy-8,23-dioxo-1,4,14,17-tetraoxa-7,11,20,24-tetraazacyclohexacosane-11,20-diacetic acid",
"6,16-Bis(carboxymethyl)-1,11(2,3)-tetrahydroxy-2,10,12,20-tetraoxo-3,6,9,13,16,19-hexaaza-1,11(1,4)-dibenzenacycloeicosanophane (DA-BDHT[26]N6)",DA-BDHT[26]N6,
"7,19-Bis(carboxymethyl)-1,13(2,3)-tetrahydroxy-2,12,14,24-tetraoxo-3,7,11,15,19,23-hexaaza-1,13(1,4)-dibenzenacyclotetracosanophane (DA-BDHT[30]N6)",DA-BDHT[30]N6,
"(Carboxymethyl)trimethylammonium (nitrate) (N,N,N,-Trimethylglycine) (Betaine)",Betaine,C[N+](C)(C)CC(=O)[O-]
Iminodiacetic acid (IDA),IDA,C(C(=O)O)NCC(=O)O
"2,2'-Iminodipropanoic acid (rac- or meso-isomer not stated)",rac- or meso-isomer not stated,
L-2-(2-Propyl)iminodiacetic acid,2-Propyliminodiacetic acid,
L-2-(2-Butyl)iminodiacetic acid,2-Butyliminodiacetic acid,
DL-2-Benzyliminodiacetic acid,DL-2-Benzyliminodiacetic acid,
N-(2-Carboxyethyl)glycine,2-Carboxyethylglycine,
Iminodi-3-propanoic acid,Iminodi-3-propanoic acid,
L-2-(Hydroxymethyl)iminodiacetic acid,Hydroxymethyliminodiacetic acid,
L-2-(Carboxymethyl)iminodiacetic acid,Carboxymethyliminodiacetic acid,
L-2-(2-Carboxyethyl)iminodiacetic acid,2-Carboxyethyliminodiacetic acid,
DL-2-Carboxy-2'-ethyliminodiacetic acid,DL-2-Carboxy-2'-ethyliminodiacetic acid,
"2,2'-Bis(2-Carboxymethyl)iminodiacetic acid (Iminodisuccinic acid)(rac- or meso-isomer not stated)",rac- or meso-isomer not stated,
L-2-(2-Pyridylmethyl)iminodiacetic acid,2-Pyridylmethyliminodiacetic acid,
N-Methyliminodiacetic acid (MIDA),MIDA,CN(CC(=O)O)CC(=O)O
N-Ethyliminodiacetic acid,N-Ethyliminodiacetic acid,CCN(CC(=O)O)CC(=O)O
N-Propyliminodiacetic acid,N-Propyliminodiacetic acid,
N-2-Propyliminodiacetic acid,N-2-Propyliminodiacetic acid,
N-Butyliminodiacetic acid,N-Butyliminodiacetic acid,CCCCN(CC(=O)O)CC(=O)O
N-(2-Methylpropyl)iminodiacetic acid,2-Methylpropyliminodiacetic acid,
N-(2-Methyl-2-propyl)iminodiacetic acid,2-Methyl-2-propyliminodiacetic acid,
N-Pentyliminodiacetic acid,N-Pentyliminodiacetic acid,
N-Hexyliminodiacetic acid,N-Hexyliminodiacetic acid,
"N-(3,3-Dimethylbutyl)iminodiacetic acid","3,3-Dimethylbutyliminodiacetic acid",
N-Octyliminodiacetic acid,N-Octyliminodiacetic acid,
N-Decyliminodiacetic acid,N-Decyliminodiacetic acid,CCCCCCCCCCN(CC(=O)O)CC(=O)O
N-(Cyclohexyl)iminodiacetic acid,Cyclohexyliminodiacetic acid,
N-Allyliminodiacetic acid,N-Allyliminodiacetic acid,C=CCN(CC(=O)O)CC(=O)O
N-Benzyliminodiacetic acid,N-Benzyliminodiacetic acid,C1=CC=C(C=C1)CN(CC(=O)O)CC(=O)O
L-N-Benzyl-2-methyliminodiacetic acid,L-N-Benzyl-2-methyliminodiacetic acid,
L-N-Benzyl-2-(2-methylpropyl)iminodiacetic acid,2-methylpropyliminodiacetic acid,
N-(2-Nitrobenzyl)iminodiacetic acid,2-Nitrobenzyliminodiacetic acid,
N-(4-Nitrobenzyl)iminodiacetic acid,4-Nitrobenzyliminodiacetic acid,
N-Hydroxyiminodiacetic acid,N-Hydroxyiminodiacetic acid,
"N-Hydroxy-2,2'-iminodipropanoic acid (rac- or meso-isomer not stated)",rac- or meso-isomer not stated,
"Hydrazine-N,N-diacetic acid (N-Aminoiminodiacetic acid)",N-Aminoiminodiacetic acid,
N-Nitrosoiminodiacetic acid,N-Nitrosoiminodiacetic acid,C(C(=O)O)N(CC(=O)O)N=O
N-Nitroiminodiacetic acid,N-Nitroiminodiacetic acid,
N-(Cyanomethyl)iminodiacetic acid,Cyanomethyliminodiacetic acid,
Nitrilotriacetic acid (NTA),NTA,C(C(=O)O)N(CC(=O)O)CC(=O)O
Nitrilotriacetic acid N-oxide,Nitrilotriacetic acid N-oxide,
N-(2-Carboxyethyl)iminodiacetic acid,2-Carboxyethyliminodiacetic acid,
N-(3-Carboxypropyl)iminodiacetic acid,3-Carboxypropyliminodiacetic acid,
N-(4-Carboxybutyl)iminodiacetic acid,4-Carboxybutyliminodiacetic acid,
N-(Carboxymethyl)iminodi-3-propanoic acid,Carboxymethyliminodi-3-propanoic acid,
Nitrilotri-3-propanoic acid,Nitrilotri-3-propanoic acid,
DL-2-Methylnitrilotriacetic acid,DL-2-Methylnitrilotriacetic acid,CC(C(=O)O)N(CC(=O)O)CC(=O)O
DL-2-Ethylnitrilotriacetic acid,DL-2-Ethylnitrilotriacetic acid,
DL-2-Propylnitrilotriacetic acid,DL-2-Propylnitrilotriacetic acid,
DL-2-(2-Propyl)nitrilotriacetic acid,2-Propylnitrilotriacetic acid,
DL-2-Hexylnitrilotriacetic acid,DL-2-Hexylnitrilotriacetic acid,
"2,2-Dimethylnitrilotriacetic acid","2,2-Dimethylnitrilotriacetic acid",
DL-2-Benzylnitrilotriacetic acid,DL-2-Benzylnitrilotriacetic acid,
DL-2-Phenylnitrilotriacetic acid,DL-2-Phenylnitrilotriacetic acid,
DL-2-(4-Chlorophenyl)nitrilotriacetic acid,4-Chlorophenylnitrilotriacetic acid,
DL-2-(4-Methylphenyl)nitrilotriacetic acid,4-Methylphenylnitrilotriacetic acid,
DL-2-(4-Methoxyphenyl)nitrilotriacetic acid,4-Methoxyphenylnitrilotriacetic acid,
DL-2-Methyl-2-phenylnitrilotriacetic acid,DL-2-Methyl-2-phenylnitrilotriacetic acid,
N-(1-Carboxycyclopentyl)iminodiacetic acid,1-Carboxycyclopentyliminodiacetic acid,
N-(1-Carboxycyclohexyl)iminodiacetic acid,1-Carboxycyclohexyliminodiacetic acid,
N-(1-Carboxycycloheptyl)iminodiacetic acid,1-Carboxycycloheptyliminodiacetic acid,
"cis(CO2H)-2,6-Dicarboxypiperidine-N-acetic acid","CO2H-2,6-Dicarboxypiperidine-N-acetic acid",
DL-2-(2-Methylthioethyl)nitrilotriacetic acid,2-Methylthioethylnitrilotriacetic acid,
2-Carboxynitrilotriacetic acid,2-Carboxynitrilotriacetic acid,
DL-2-(Carboxymethyl)nitrilotriacetic acid,Carboxymethylnitrilotriacetic acid,
DL-2-(2-Carboxyethyl)nitrilotriacetic acid,2-Carboxyethylnitrilotriacetic acid,
"N,N,S-Tris(carboxymethyl)methionine",carboxymethylmethionine,CSCCC(C(=O)O)NCC(=O)O
N-(Phosphonomethyl)iminodiacetic acid,Phosphonomethyliminodiacetic acid,C(C(=O)O)N(CC(=O)O)CP(=O)(O)O
N-(2-Phosphonoethyl)iminodiacetic acid,2-Phosphonoethyliminodiacetic acid,
N-(2-Carboxyethyl)-N-(phosphonomethyl)glycine,phosphonomethylglycine,C(C(=O)O)NCP(=O)(O)O
N-(2-Sulfonoethyl)iminodiacetic acid,2-Sulfonoethyliminodiacetic acid,
N-(2-Hydroxybenzyl)iminodiacetic acid,2-Hydroxybenzyliminodiacetic acid,
N-(4-Hydroxybenzyl)iminodiacetic acid,4-Hydroxybenzyliminodiacetic acid,
N-(2-Hydroxy-5-nitrobenzyl)iminodiacetic acid,2-Hydroxy-5-nitrobenzyliminodiacetic acid,
N-(3-Carboxy-2-hydroxy-5-sulfobenzyl)iminodiacetic acid,3-Carboxy-2-hydroxy-5-sulfobenzyliminodiacetic acid,
"5'-Bis(carboxymethyl)aminomethyl-3,3'-dimethyl-4'-hydroxyfuchson-2''-sulfonic acid (Semi-Xylenol Orange)",Semi-Xylenol Orange,CC1=CC(=CC(=C1O)CN(CC(=O)O)CC(=O)O)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C=C4)O)C
"5'-Bis(carboxymethyl)aminomethyl-3,3'-bis(methylethyl)-6,6'-dimethyl-4'-hydroxyfuchson-2''-sulfonic acid (Semi-Methylthymol Blue)",Semi-Methylthymol Blue,
"N,N-Bis(carboxymethyl)aminoacetohydroxamic acid",carboxymethylaminoacetohydroxamic acid,
